[2026-04-28 09:01:18] [INFO    ] discord.client: logging in using static token
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event command
[2026-04-28 09:03:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 33, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-28T13:03:34.064000+00:00', 'pinned': False, 'nonce': '12375053190224419880', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1488608729153933383'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-31T18:39:38.168000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1498671015532691590', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Correct!', 'image': {'width': 475, 'url': 'https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/phR4iVF92mWdbEUw-te4bHR0FY-h_Y7teWNlPhYzRZE/https/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png', 'placeholder_version': 1, 'placeholder': '5siBBQAkiWZwnnX5yNZwhAh3CKd1eXOIiA==', 'height': 475, 'flags': 0, 'content_type': 'image/png'}, 'id': '1498671015532691592', 'description': 'The answer was **Cacturne**.'}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1488608897856966797', 'author': {'username': 'pokemon-trivia-bot', 'public_flags': 0, 'primary_guild': None, 'id': '1488605709032493137', 'global_name': None, 'display_name_styles': None, 'discriminator': '1787', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3da7b2cc3b692b5ac9cae611d4b2a86b'}, 'attachments': [], 'guild_id': '1469043411280728187'}}
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event message
[2026-04-28 09:03:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1488608897856966797/messages with {"embeds":[{"image":{"url":"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png"},"flags":0,"type":"rich","description":"The answer was **Cacturne**.","title":"Correct!"}],"content":null,"components":[],"nonce":"12375053190224419880","enforce_nonce":true,"tts":false} has returned 200
[2026-04-28 09:03:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1488608897856966797/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Correct!', 'description': 'The answer was **Cacturne**.', 'image': {'url': 'https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/phR4iVF92mWdbEUw-te4bHR0FY-h_Y7teWNlPhYzRZE/https/raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png', 'width': 475, 'height': 475, 'content_type': 'image/png', 'placeholder': '5siBBQAkiWZwnnX5yNZwhAh3CKd1eXOIiA==', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2026-04-28T13:03:34.064000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1498671015532691590', 'channel_id': '1488608897856966797', 'author': {'id': '1488605709032493137', 'username': 'pokemon-trivia-bot', 'avatar': '3da7b2cc3b692b5ac9cae611d4b2a86b', 'discriminator': '1787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12375053190224419880'}
[2026-04-28 09:03:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 34, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-28T13:03:34.461000+00:00', 'pinned': False, 'nonce': '3110345677228817416', 'mentions': [{'username': 'sloth9279', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Ethan', 'mute': False, 'joined_at': '2026-02-05T18:54:02.788000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '267385418134061067', 'global_name': 'sloth', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '29f3c3758b9b30e2507929792c77d964'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1488608729153933383'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-31T18:39:38.168000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1498671017197834420', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎉 Correct, <@267385418134061067>! **Score: 175 | Total Guesses: 2 | Hints used: 3**', 'components': [], 'channel_type': 0, 'channel_id': '1488608897856966797', 'author': {'username': 'pokemon-trivia-bot', 'public_flags': 0, 'primary_guild': None, 'id': '1488605709032493137', 'global_name': None, 'display_name_styles': None, 'discriminator': '1787', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3da7b2cc3b692b5ac9cae611d4b2a86b'}, 'attachments': [], 'guild_id': '1469043411280728187'}}
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event message
[2026-04-28 09:03:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1488608897856966797/messages with {"content":"\ud83c\udf89 Correct, <@267385418134061067>! **Score: 175 | Total Guesses: 2 | Hints used: 3**","components":[],"nonce":"3110345677228817416","enforce_nonce":true,"tts":false} has returned 200
[2026-04-28 09:03:34] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1488608897856966797/messages has received {'type': 0, 'content': '🎉 Correct, <@267385418134061067>! **Score: 175 | Total Guesses: 2 | Hints used: 3**', 'mentions': [{'id': '267385418134061067', 'username': 'sloth9279', 'avatar': '29f3c3758b9b30e2507929792c77d964', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 0, 'global_name': 'sloth', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#000000', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-04-28T13:03:34.461000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1498671017197834420', 'channel_id': '1488608897856966797', 'author': {'id': '1488605709032493137', 'username': 'pokemon-trivia-bot', 'avatar': '3da7b2cc3b692b5ac9cae611d4b2a86b', 'discriminator': '1787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3110345677228817416'}
[2026-04-28 09:03:34] [DEBUG   ] discord.client: Dispatching event command_completion
